latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-1.70709,115.77816,321.25,1.05,1.02,2026-09-24,805,Aqua,MODIS,74,6.1NRT,297.25,12.09,D
-1.70574,115.78723,320.57,1.05,1.02,2026-09-24,805,Aqua,MODIS,73,6.1NRT,297.16,11.39,D
-1.70437,115.79641,321.61,1.05,1.02,2026-09-24,805,Aqua,MODIS,57,6.1NRT,297.37,11.57,D
-1.70301,115.80558,327.32,1.05,1.02,2026-09-24,805,Aqua,MODIS,80,6.1NRT,297.28,18.61,D
-1.7027,114.92153,319.77,1.01,1,2026-09-24,805,Aqua,MODIS,66,6.1NRT,299.25,9.13,D
-1.69971,115.07873,314.92,1.01,1,2026-09-24,805,Aqua,MODIS,62,6.1NRT,297.94,6.63,D
-1.69138,114.9377,322.84,1.01,1,2026-09-24,805,Aqua,MODIS,75,6.1NRT,301.06,11.55,D
-1.6671,114.73818,314.36,1,1,2026-09-24,805,Aqua,MODIS,39,6.1NRT,298.64,5.54,D
-1.66582,114.74688,319.77,1,1,2026-09-24,805,Aqua,MODIS,71,6.1NRT,299.75,10.54,D
-1.64953,115.84707,318.91,1.05,1.03,2026-09-24,805,Aqua,MODIS,70,6.1NRT,297.37,10.87,D
-1.64845,116.36034,319.91,1.1,1.05,2026-09-24,805,Aqua,MODIS,72,6.1NRT,299.41,12.56,D
-1.63072,114.3533,315.57,1,1,2026-09-24,805,Aqua,MODIS,26,6.1NRT,299.01,5.52,D
-1.62813,116.30849,315.63,1.1,1.04,2026-09-24,805,Aqua,MODIS,64,6.1NRT,298.83,8.6,D
-1.62671,116.31804,316.19,1.1,1.05,2026-09-24,805,Aqua,MODIS,65,6.1NRT,298.18,9.22,D
-1.62392,114.88541,321.75,1,1,2026-09-24,805,Aqua,MODIS,70,6.1NRT,299.05,13.03,D
-1.61957,116.36584,322.68,1.1,1.05,2026-09-24,805,Aqua,MODIS,75,6.1NRT,297.94,16.44,D
-1.61814,116.37543,335.83,1.1,1.05,2026-09-24,805,Aqua,MODIS,87,6.1NRT,298.22,35.1,D
-1.61688,114.75079,334.3,1,1,2026-09-24,805,Aqua,MODIS,70,6.1NRT,299.87,25.12,D
-1.61672,115.63768,311.46,1.04,1.02,2026-09-24,805,Aqua,MODIS,47,6.1NRT,295.42,5.26,D
-1.61538,115.64664,316.88,1.04,1.02,2026-09-24,805,Aqua,MODIS,66,6.1NRT,295.45,9.98,D
-1.60814,114.7495,351.95,1,1,2026-09-24,805,Aqua,MODIS,91,6.1NRT,298.42,56.53,D
-1.59744,116.45113,313.35,1.11,1.05,2026-09-24,805,Aqua,MODIS,58,6.1NRT,298.45,6.15,D
-1.59599,116.4608,328.93,1.12,1.05,2026-09-24,805,Aqua,MODIS,82,6.1NRT,298.91,24.29,D
-1.58744,114.44775,315.01,1,1,2026-09-24,805,Aqua,MODIS,24,6.1NRT,299.48,4.9,D
-1.5868,114.77303,325.47,1,1,2026-09-24,805,Aqua,MODIS,27,6.1NRT,298.48,13.47,D
-1.58616,114.45644,316.88,1,1,2026-09-24,805,Aqua,MODIS,66,6.1NRT,299.82,6.83,D
-1.58596,115.65511,314.73,1.04,1.02,2026-09-24,805,Aqua,MODIS,56,6.1NRT,295.91,7.94,D
-1.58552,114.78173,410.4,1,1,2026-09-24,805,Aqua,MODIS,100,6.1NRT,307.88,312.52,D
-1.58424,114.79044,368.7,1,1,2026-09-24,805,Aqua,MODIS,100,6.1NRT,301.34,102.86,D
-1.58397,113.9846,315.79,1.01,1,2026-09-24,805,Aqua,MODIS,21,6.1NRT,298.52,6.24,D
-1.58269,113.99335,340.26,1.01,1,2026-09-24,805,Aqua,MODIS,90,6.1NRT,299.72,36.3,D
-1.58141,114.0021,333.7,1.01,1,2026-09-24,805,Aqua,MODIS,85,6.1NRT,299.35,26.36,D
-1.58013,114.01083,317.13,1.01,1,2026-09-24,805,Aqua,MODIS,66,6.1NRT,298.67,7.95,D
-1.57999,115.88372,319.16,1.06,1.03,2026-09-24,805,Aqua,MODIS,71,6.1NRT,297.13,10.47,D
-1.57998,114.43777,329.47,1,1,2026-09-24,805,Aqua,MODIS,82,6.1NRT,300.29,18.85,D
-1.57886,114.88764,319.48,1,1,2026-09-24,805,Aqua,MODIS,56,6.1NRT,298.9,9.26,D
-1.57871,114.44646,353.76,1,1,2026-09-24,805,Aqua,MODIS,97,6.1NRT,302.23,61.88,D
-1.57743,114.45515,315.16,1,1,2026-09-24,805,Aqua,MODIS,26,6.1NRT,299.87,4.77,D
-1.5701,114.88634,321.42,1,1,2026-09-24,805,Aqua,MODIS,73,6.1NRT,299.37,11.25,D
-1.56955,114.70822,361.3,1,1,2026-09-24,805,Aqua,MODIS,100,6.1NRT,301.08,78.32,D
-1.56881,114.89507,316.96,1.01,1,2026-09-24,805,Aqua,MODIS,54,6.1NRT,299.39,6.96,D
-1.56674,114.78786,343.06,1,1,2026-09-24,805,Aqua,MODIS,91,6.1NRT,299.79,41.73,D
-1.56545,114.79656,369.24,1,1,2026-09-24,805,Aqua,MODIS,75,6.1NRT,301.28,106.94,D
-1.56284,110.80352,379.46,1.4,1.17,2026-09-24,805,Aqua,MODIS,100,6.1NRT,298.62,237.67,D
-1.56272,113.9839,314.11,1.01,1,2026-09-24,805,Aqua,MODIS,47,6.1NRT,298.06,5.82,D
-1.56142,116.06969,313.29,1.07,1.03,2026-09-24,805,Aqua,MODIS,57,6.1NRT,296.06,7.55,D
-1.55799,114.78656,328.36,1,1,2026-09-24,805,Aqua,MODIS,81,6.1NRT,299,19.94,D
-1.55671,114.79527,345.12,1,1,2026-09-24,805,Aqua,MODIS,81,6.1NRT,300.62,45.73,D
-1.55142,114.38918,326.68,1,1,2026-09-24,805,Aqua,MODIS,48,6.1NRT,299.46,14.8,D
-1.55015,114.39787,347.28,1,1,2026-09-24,805,Aqua,MODIS,94,6.1NRT,300.94,46.4,D
-1.54911,114.70848,366.45,1,1,2026-09-24,805,Aqua,MODIS,100,6.1NRT,300.23,96.64,D
-1.54844,115.91056,311.92,1.06,1.03,2026-09-24,805,Aqua,MODIS,25,6.1NRT,297.16,4.8,D
-1.54754,115.85438,319.35,1.06,1.03,2026-09-24,805,Aqua,MODIS,71,6.1NRT,296.88,10.43,D
-1.54416,114.31708,323.22,1,1,2026-09-24,805,Aqua,MODIS,76,6.1NRT,298.98,13.23,D
-1.5367,114.3071,328.22,1,1,2026-09-24,805,Aqua,MODIS,81,6.1NRT,299.42,18.41,D
-1.53543,114.31579,325.16,1,1,2026-09-24,805,Aqua,MODIS,78,6.1NRT,299.15,14.86,D
-1.53267,114.39529,341.99,1,1,2026-09-24,805,Aqua,MODIS,91,6.1NRT,301.32,35.61,D
-1.53024,113.96121,314.76,1.01,1,2026-09-24,805,Aqua,MODIS,50,6.1NRT,299.75,5.45,D
-1.52904,114.35924,314.09,1,1,2026-09-24,805,Aqua,MODIS,33,6.1NRT,299.02,4.97,D
-1.52521,114.38531,331.5,1,1,2026-09-24,805,Aqua,MODIS,59,6.1NRT,300.88,20.01,D
-1.52381,114.00495,329.11,1.01,1,2026-09-24,805,Aqua,MODIS,82,6.1NRT,299.71,20.62,D
-1.51966,114.90895,321.38,1.01,1,2026-09-24,805,Aqua,MODIS,73,6.1NRT,298.68,12.16,D
-1.5189,113.97742,315.95,1.01,1,2026-09-24,805,Aqua,MODIS,59,6.1NRT,299.14,6.28,D
-1.51838,114.91769,331.25,1.01,1,2026-09-24,805,Aqua,MODIS,84,6.1NRT,298.28,23.65,D
-1.51607,114.50821,317.49,1,1,2026-09-24,805,Aqua,MODIS,67,6.1NRT,299.03,7.61,D
-1.5112,114.02986,317.82,1.01,1,2026-09-24,805,Aqua,MODIS,67,6.1NRT,299.91,8.66,D
-1.50374,114.38441,351.65,1,1,2026-09-24,805,Aqua,MODIS,96,6.1NRT,302.18,55.51,D
-1.50247,114.3931,334.76,1,1,2026-09-24,805,Aqua,MODIS,76,6.1NRT,301.33,23.51,D
-1.50059,115.80061,330.7,1.05,1.02,2026-09-24,805,Aqua,MODIS,79,6.1NRT,297.19,23.3,D
-1.50004,114.79909,323.33,1,1,2026-09-24,805,Aqua,MODIS,76,6.1NRT,298.47,14.4,D
-1.49922,115.80975,372.87,1.05,1.02,2026-09-24,805,Aqua,MODIS,94,6.1NRT,299.87,128.57,D
